CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-15063-017847,2015-03-31,H-2A,2015-03-04,DETERMINATION ISSUED - CERTIFICATION,2015-05-03,2016-01-30,"Wilson Tobacco Farms, LLC",28065 Countryside Road,,Weston,MO,64098,UNITED STATES OF AMERICA,,816-640-2450,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",TOBACCO,423930,4,4,Y,Seasonal,40,08:00 AM,04:00 PM,12.62,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Weston,MO,64098,Y,Association - Filing as Agent (H-2A Only),"MO Dept. of Economic Development, Div. of Workforce Development",11065431,2015-02-23,2015-04-30
H-300-15055-873040,2015-03-27,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-10-31,ELKHORN PACKING CO. LLC,60 W Market St. Ste. 110,(See Attachment A for Joint Employer Information),SALINAS,CA,93901,UNITED STATES OF AMERICA,,831-676-3833,,"MALITZLAW, INC.",JEANNE MALITZ,SAN DIEGO,CA,Field Worker (Strawberry Harvest),45-2092,"Farmworkers and Laborers, Crop, Nursery, and",FIELD WORK,,95,95,Y,Seasonal,35,05:00 AM,01:00 PM,11.33,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Nipomo,CA,93444,Y,H-2A Labor Contractor or Job Contractor,California EDD,14281848,2015-02-19,2015-07-23
H-300-15042-405055,2015-03-16,H-2A,2015-02-11,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2016-02-15,Jester Bee Co,2600 Honey Bee Lane,,Mims,FL,32754,UNITED STATES OF AMERICA,,870-243-1596,,Cajun Visa Company,Kristie Gordon,Livingston,LA,Bee Keeper,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Farm worker,,1,1,Y,Seasonal,35,07:00 AM,01:00 PM,10.19,Hour,,,N,,None,,,N,,N,,,Y,3,Mims,FL,32754,N,Individual Employer,Florida Workforce Commission,FL9989778,2015-02-11,2015-09-15
H-300-15056-996419,2015-03-26,H-2A,2015-02-25,DETERMINATION ISSUED - CERTIFICATION,2015-04-11,2015-11-30,"Michael Family Farms, LLC",3696 Highway 65 & 82,N/A,Lake Village,AR,71653,UNITED STATES OF AMERICA,N/A,870-265-3872,,"LAW OFFICE OF DANNA YOUNG, PLLC",DANNA YOUNG,LITTLE ROCK,AR,Farm Workers/Laborers (Crop),45-2092,"Farmworkers and Laborers, Crop, Nursery, and","participate in irrigation activities, field cleani",,20,20,Y,Seasonal,40,07:00 AM,02:00 PM,10.18,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Lake Village,AR,71653,N,Individual Employer,Arkansas Department of Workforce Services,1110280,2015-02-11,2015-08-05
H-300-15054-603704,2015-03-26,H-2A,2015-02-23,DETERMINATION ISSUED - CERTIFICATION,2015-04-27,2015-12-01,DENISON FARM,333 BUTTERMILK FALLS ROAD,,SCHAGHTICOKE,NY,12154,UNITED STATES OF AMERICA,,518-664-2510,,VALLEY GROWERS CO-OP,JOSEPH RUSSO,MILTON,NY,"FARMWORKERS, LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","MELONS, FIELD CROPS",,4,4,Y,Seasonal,40,08:00 AM,04:00 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,3,SCHAGHTICOKE,NY,12154,N,Individual Employer,NYS DEPARTMENT OF LABOR,NY 1118082,2015-02-17,2015-08-14
H-300-15042-672950,2015-03-19,H-2A,2015-02-11,DETERMINATION ISSUED - CERTIFICATION,2015-04-22,2015-12-10,Michael S. Farmer,3642 Dunn Road,,Cedar Hill,TN,37032,UNITED STATES OF AMERICA,,615-389-4141,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Burley, Dark Fired & Air Cured Tobacco",423930,5,5,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Cedar Hill,TN,37032,Y,Association - Filing as Agent (H-2A Only),"TN Dept. of Labor & Workforce Development, 220 French Landing Dr, 4B, Nashv",TN357148,2015-02-11,2015-08-16
H-300-15041-006435,2015-03-19,H-2A,2015-02-10,DETERMINATION ISSUED - CERTIFICATION,2015-04-21,2016-01-15,Spike Noel Farms,30475 Katie Dr.,,Donaldsonville,LA,70346,UNITED STATES OF AMERICA,,225-717-4336,,"Foreign Labor Solutions, L.L.C.;",Jackie Mitchell,Baton Rouge,LA,Field Workers,45-2091,Agricultural Equipment Operators,Agricultural Equipment Operators,,2,2,Y,Seasonal,35,07:00 AM,03:00 PM,10.18,Hour,,,N,,None,,,N,,N,,,Y,3,DOnaldsonville,LA,70346,N,Individual Employer,Louisiana Department of Labor,522095,2015-02-05,2015-09-02
H-300-15044-754085,2015-03-05,H-2A,2015-02-13,DETERMINATION ISSUED - CERTIFICATION,2015-03-15,2015-12-01,Jens Winge-Petersen,1124 RY Trail,,Flaxville,MT,59222,UNITED STATES OF AMERICA,,406-779-7378,,SOUTHERN IMPACT,LESLI DOWNS,TULSA,OK,Agricultural Equipment Operator,45-2091,Agricultural Equipment Operators,Drive truck and tractor,,1,1,Y,Seasonal,45,08:00 AM,05:00 PM,11.14,Hour,,,N,,None,,,N,,N,,,Y,3,Flaxville,MT,59222,N,Individual Employer,MT SWA,10108289,2015-02-24,2015-07-22
H-300-15045-417064,2015-03-03,H-2A,2015-02-14,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-11-15,SUNNYCREST FARM INC,59 HIGH RANGE ROAD,,LONDONDERRY,NH,03053,UNITED STATES OF AMERICA,,603-432-7753,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Farm worker,,3,3,Y,Seasonal,42,07:00 AM,04:30 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,1,LODONDERRY,NH,03053,N,Association - Filing as Agent (H-2A Only),NH dol,95287,2015-01-30,2015-07-24
H-300-15064-028795,2015-04-01,H-2A,2015-03-05,DETERMINATION ISSUED - CERTIFICATION,2015-05-11,2016-02-15,Galen Eidson,129 Tom Link Road,,Cottontown,TN,37048,UNITED STATES OF AMERICA,,615-812-0143,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","burley,dark fired, air cured tobacco& alt. work",423930,5,5,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,PORTLAND,TN,37048,Y,Association - Filing as Agent (H-2A Only),"TN Dept. of Labor & Workforce Development, 220 French Landing Dr, 4B, Nashv",TN359959,2015-03-04,2015-09-28
H-300-15044-269168,2015-03-16,H-2A,2015-02-13,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-10-15,LUKE EIGHORN,PO Box 3,2581 Hwy 91,Melrose,MT,59743,UNITED STATES OF AMERICA,n/a,406-835-2081,,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","farm, irrigator, livestock",,1,1,Y,Seasonal,48,05:00 AM,09:00 PM,11.14,Hour,,,N,,None,n/a,n/a,N,,N,,,Y,0,Melrose,MT,59743,N,Individual Employer,MT Dept. of Labor & Industry,10106451,2015-02-12,2015-07-14
H-300-15064-150014,2015-03-30,H-2A,2015-03-05,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2016-04-30,Ram Livestock/Ramsey Echeverria,"14870 N Pala Road, Maricopa AZ 85138","1503 East Louis Way, Tempe AZ 85284",Maricopa,AZ,85138,UNITED STATES OF AMERICA,N/A,520-251-0197,,Mountain Plains Ag Service,Linda Reyna,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",SHEEPHERDER;,,2,2,Y,Seasonal,60,12:00 AM,12:00 PM,750,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Maricopa,AZ,85138,Y,Association - Filing as Agent (H-2A Only),AZ State Workforce,AZ1483599,2015-03-04,2015-10-30
H-300-15055-305638,2015-03-19,H-2A,2015-02-24,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-10-30,BREEZY GARDENS FARM,1872 MAIN ST,,LEICESTER,MA,01524,UNITED STATES OF AMERICA,,508-892-9201,,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","VEGETABLE, FRUIT, HORT CROPS",,4,4,Y,Seasonal,44,07:00 AM,03:30 PM,11.26,Hour,,,N,,None,,,N,,N,,,Y,1,LEICESTER,MA,01524,N,Association - Filing as Agent (H-2A Only),MA career services,5332409,2015-02-18,2015-07-22
H-300-15057-927349,2015-04-15,H-2A,2015-02-26,DETERMINATION ISSUED - CERTIFICATION,2015-04-13,2015-12-15,4L Construction Inc.,1409 3rd Street,,Eldora,IA,50627,UNITED STATES OF AMERICA,,641-751-4005,,THE BERNARD FIRM P.L.C.,Aaron Bernard,IOWA FALLS,IA,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Construction of Livestock buildings,,10,10,Y,Seasonal,40,07:30 AM,04:30 PM,12.62,Hour,,,N,,None,,,N,,N,,,Y,1,Sheffield,IA,50425,Y,H-2A Labor Contractor or Job Contractor,Iowa Workforce Development,1075304,2015-02-13,2015-08-13
H-300-15054-735190,2015-03-17,H-2A,2015-02-23,DETERMINATION ISSUED - CERTIFICATION,2015-04-20,2015-10-15,"FRANCISCO VALADEZ, JR",1345 PRESTON ROAD,,SMITHFIELD,NC,27577,UNITED STATES OF AMERICA,,919-634-4771,,MONICA SAAVEDRA,MONICA SAAVEDRA,DOUGLAS,GA,FARM WORKERS AND LABORERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Sweet Potatoes,,72,72,Y,Seasonal,40,07:00 AM,02:00 PM,10.32,Hour,,,N,,None,,,N,,Y,0,2 DAY TRAINING,Y,1,FOUR OAKS,NC,27524,Y,H-2A Labor Contractor or Job Contractor,NORTH CAROLINA DEPARTMENT OF COMMERCE,10350157,2015-02-19,2015-07-18
H-300-15051-429391,2015-03-09,H-2A,2015-02-20,DETERMINATION ISSUED - CERTIFICATION,2015-04-07,2015-06-26,Lundeby Evergreens,2565 100th Ave. NE,"mailing: 2565 100th Ave. NE , Tolna ND  58380",Tolna,ND,58380,UNITED STATES OF AMERICA,N/A,701-262-4721,,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Farm Worker, Laborer, Crop",,5,5,Y,Seasonal,40,08:00 AM,04:00 PM,13.59,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Tolna,ND,58380,N,Individual Employer,Job Service North Dakota,399318,2015-02-25,2015-05-17
H-300-15040-608706,2015-03-20,H-2A,2015-02-09,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-11-15,Merrill G. Hanny,535 East 129 South,N/A,Idaho Falls,ID,83404,UNITED STATES OF AMERICA,N/A,208-357-3269,,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,General Farm/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","production of alfalfa, wheat, potatoes, etc",,5,5,Y,Seasonal,48,06:00 AM,03:00 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Idaho Falls,ID,83404,Y,Individual Employer,ID Dept of Commerce & Labor/Alien Labor Unit,1532446,2015-02-03,2015-07-31
H-300-15050-997492,2015-03-12,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,2015-04-09,2015-11-01,SEE FARMS,170 RUFFCORN ROAD,N/A,GLASGOW,MT,59230,UNITED STATES OF AMERICA,N/A,406-263-5453,,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,FARMWORKER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Farmworkers & Laborers Crop,,1,1,Y,Seasonal,40,08:00 AM,05:00 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,OPHEIM,MT,59250,N,Individual Employer,MONTANA SWA,10106282,2015-02-18,2015-07-15
H-300-15050-537198,2015-04-09,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,2015-04-07,2015-12-06,Alewelt Concrete Inc.,18358 County Hwy D-20,,Alden,IA,50006,UNITED STATES OF AMERICA,,515-859-3223,,THE BERNARD FIRM P.L.C.,Aaron Bernard,IOWA FALLS,IA,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Constructionof Livestock Buildings,,10,10,Y,Seasonal,45,07:30 AM,04:30 PM,12.62,Hour,,,N,,None,,,N,,N,,,Y,1,Blythedale,MO,64426,N,H-2A Labor Contractor or Job Contractor,Missouri Department of Economic Development,11055777,2015-02-09,2015-08-06
H-300-15050-035723,2015-03-17,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-05-15,"Peri & Sons Farms of California, LLC",430 State Route 339,,Yerington,NV,89447,UNITED STATES OF AMERICA,,775-463-6339,,,,,,Agricultural Equipment Operators,45-2091,Agricultural Equipment Operators,Ag Eq Operator,,7,7,Y,Seasonal,48,06:00 AM,10:00 PM,11.33,Hour,17,,N,,None,,,N,,N,,,Y,1,Holtville,CA,92250,N,Individual Employer,State of California Employment Development Department,14272372,2015-02-06,2015-04-30
H-300-15047-374885,2015-03-12,H-2A,2015-02-16,DETERMINATION ISSUED - CERTIFICATION,2015-04-11,2015-11-11,"DONALD DEMARREE FRUIT FARM, INC.",7654 TOWNLINE ROAD,,WILLIAMSON,NY,14589,UNITED STATES OF AMERICA,,315-589-9698,,,,,,Fruit Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Apples, Cherries and Pears",4239,10,10,Y,Seasonal,40,07:00 AM,02:30 PM,11.26,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Williamson,NY,14589,Y,Individual Employer,NYS Department of Labor,NY1117997,2015-02-13,2015-07-27
H-300-15036-344199,2015-03-05,H-2A,2015-02-05,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2016-03-31,SPANGLER RANCH LP,"643 New Haven Road, Hulett WY 82720 (Physical Address)","643 New Haven Road, Hulett WY 82720 (Mailing Address)",Hulett,WY,82720,UNITED STATES OF AMERICA,N/A,307-467-5533,,Mountain Plains Ag Service,SANDRA STUNTEBECK,Casper,WY,Goat/Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,60,12:00 AM,12:00 PM,750,Month,,,N,,None,N/A,N/A,N,,N,,,Y,6,Hulett,WY,82720,Y,Association - Filing as Agent (H-2A Only),WY Workforce Center,WY2576043,2015-01-29,2015-10-01
H-300-15049-457888,2015-03-05,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2015-12-10,CECIL TOBACCO COMPANY LLC,9408 Mulligan Road,,Owensboro,KY,42301,UNITED STATES OF AMERICA,,270-229-4501,,Agriculture Workforce Management Association,DONNA CARPENTER,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",TOBACCO,423930,13,13,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Owensboro,KY,45301,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",KY0570479,2015-02-18,2015-08-20
H-300-15034-589760,2015-03-02,H-2A,2015-02-03,DETERMINATION ISSUED - CERTIFICATION,2015-04-01,2015-10-31,Picabo Livestock Company,P.O. Box 688,213 Ranch Lane,Picabo,ID,83348,UNITED STATES OF AMERICA,,208-720-5150,,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Farmworker,,13,13,Y,Seasonal,48,07:00 AM,06:00 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Picabo,ID,83348,Y,Individual Employer,ID Dept of Commerce & Labor,1530853,2015-01-26,2015-07-16
H-300-15037-483390,2015-03-16,H-2A,2015-02-06,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-11-15,"Frahm Farms, LLC",21094 Fir Ave,,Clear Lake,IA,50428,UNITED STATES OF AMERICA,,641-357-3129,,SOUTHERN IMPACT,LESLI DOWNS,TULSA,OK,Ag Equipment Operator,45-2091,Agricultural Equipment Operators,wheat and soybean,,3,3,Y,Seasonal,45,08:00 AM,05:00 PM,12.62,Hour,,,N,,None,,,N,,N,,,Y,3,Clear Lake,IA,50428,N,Individual Employer,IWD,1062673,2015-02-06,2015-08-01
H-300-15051-093371,2015-03-31,H-2A,2015-02-20,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2015-11-15,LEAVITT FARMS,PO Box 344,122 East Main,Teton,ID,83451,UNITED STATES OF AMERICA,N/A,208-390-0061,,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,General Farm/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",General Farm & Irrigation Work,,3,3,Y,Seasonal,48,05:00 AM,07:30 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Teton,ID,83451,N,Individual Employer,ID Dept of Commerce & Labor/Alien Labor Unit,1534323,2015-02-19,2015-08-08
H-300-15050-433249,2015-03-25,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2015-11-30,Millers & Sons Tobacco LLC,362 R & J Lane,,Mayfield,KY,42066,UNITED STATES OF AMERICA,,270-328-8780,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Farmworker,423930,6,6,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Mayfield,KY,42066,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",KY0570262,2015-02-18,2015-08-15
H-300-15055-418099,2015-04-17,H-2A,2015-02-24,DETERMINATION ISSUED - CERTIFICATION,2015-04-10,2016-01-15,"North Star Ag. Construction, Inc.",604 Oak Park Drive,,Webster city,IA,50595,UNITED STATES OF AMERICA,,515-297-3745,,THE BERNARD FIRM P.L.C,Aaron Bernard,IOWA FALLS,IA,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Construction of Livestock buildings,,21,21,Y,Seasonal,40,07:30 AM,08:30 PM,12.62,Hour,,,N,,None,,,N,,N,,,Y,1,Lake City,IA,51449,Y,H-2A Labor Contractor or Job Contractor,Iowa Workforce Development,1072569,2015-02-12,2015-08-24
H-300-15056-515245,2015-05-01,H-2A,2015-02-25,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2015-04-12,2015-12-01,SIRI AND SON FARMS INC,16410 SE HIGHWAY 212,,DAMASCUS,OR,97089,UNITED STATES OF AMERICA,,503-482-5788,,,,,,Specialty Harvester and Buncher,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Harvester,423860,34,30,Y,Seasonal,48,08:00 AM,04:00 PM,12.42,Hour,,,N,,None,,,N,,N,,,N,,Damascus,OR,97089,Y,Individual Employer,Worksource Oregon,1320535,2015-02-09,2015-08-04
H-300-15050-952322,2015-03-31,H-2A,2015-02-19,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2016-01-30,DAVID CHAPPELL,3320 North 127,,Owenton,KY,40359,UNITED STATES OF AMERICA,,502-593-5500,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and","FARMWORKERS, LABORERS, CROP",423930,2,2,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,OWENTON,KY,40359,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",KY0570199,2015-02-18,2015-05-01
H-300-15044-977277,2015-03-26,H-2A,2015-02-13,DETERMINATION ISSUED - CERTIFICATION,2015-04-17,2015-12-03,FILIBERTO PEREZ,855 Maxton Bass Rd,,Newton Grove,NC,28366,UNITED STATES OF AMERICA,,910-263-2785,,ANDREW JACKSON LAW,ANDREW JACKSON,CLINTON,NC,FARMWORKERS & LABORERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",cultivate and harvest sweet potatoes,,47,47,Y,Seasonal,35,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Benson,NC,27504,Y,H-2A Labor Contractor or Job Contractor,NC DIV OF WORKFORCE SOLUTIONS-AG SERVICES,NC10347617,2015-02-11,2015-08-10
H-300-15064-190556,2015-04-03,H-2A,2015-03-05,DETERMINATION ISSUED - CERTIFICATION,2015-05-01,2015-09-30,THACKER HARVESTING LTD.,BOX 90,C/O  PAHLS AUTO #3 HWY.,BURDETT,,T0K0J0,CANADA,ALBERTA,403-833-3900,,,,,,AGRICULTURE EQUIPMENT OPERATOR,45-2091,Agricultural Equipment Operators,Grain,,20,20,Y,Seasonal,48,09:00 AM,05:00 PM,10.35,Hour,10.35,13.59,N,,None,,,N,,N,,,Y,3,SYRACUSE,KS,67878,Y,H-2A Labor Contractor or Job Contractor,"KANSASWORKS, GARDEN CITY, KS",9476534,2015-03-04,2015-07-17
H-300-15052-521231,2015-03-31,H-2A,2015-02-21,DETERMINATION ISSUED - CERTIFICATION,2015-05-02,2015-12-19,Kamuf Tobacco LLC,5311 Old Lyddane Bridge Road,,Owensboro,KY,42301,UNITED STATES OF AMERICA,,270-903-7238,,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Row Crop Reme Cosecha Vegetales,423930,18,18,Y,Seasonal,40,08:00 AM,04:00 PM,10.28,Hour,,,N,,None,N/A,N/A,N,,N,,,N,,Owensboro,KY,42301,Y,Association - Filing as Agent (H-2A Only),"DEPARTMENT OF EMPLOYMENT SERVICES 275 EAST MAIN STREET, 2W-A FRANKFORT, KY",KY0570983,2015-02-20,2015-08-25
H-300-15040-011582,2015-03-20,H-2A,2015-02-09,DETERMINATION ISSUED - CERTIFICATION,2015-04-20,2015-12-24,O.Alvidrez Trucking,416 E Morgan Rd,,Hagerman,NM,88232,UNITED STATES OF AMERICA,,575-513-1275,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Custom Combiner Grain,45-2091,Agricultural Equipment Operators,GRAIN AND OILSEED CROPS,,8,8,Y,Seasonal,48,08:00 AM,06:00 PM,10.54,Hour,,,N,,None,na,na,N,,N,,,Y,6,Hagerman,NM,88232,Y,H-2A Labor Contractor or Job Contractor,New Mexico Dept of Workforce Solutions,318159,2015-01-23,2015-08-22
H-300-15047-209263,2015-03-06,H-2A,2015-02-16,DETERMINATION ISSUED - CERTIFICATION,2015-04-07,2015-11-01,Double Eagle Farms LLC,3173 North 4900 East,,Murtaugh,ID,83344,UNITED STATES OF AMERICA,,208-432-5212,,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Alfalfa,,11,11,Y,Seasonal,48,06:00 AM,09:00 PM,11.14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,0,Murtaugh,ID,83344,N,Individual Employer,ID Dept of Commerce & Labor,1532656,2015-02-05,2015-07-20
H-300-15058-041046,2015-03-16,H-2A,2015-02-27,DETERMINATION ISSUED - CERTIFICATION,2015-04-15,2015-12-01,"Legge Farms, Inc.",2822 98th Ave SE,"mailing: 2822 98th Ave SE , Spiritwood ND  58481",Spiritwood,ND,58481,UNITED STATES OF AMERICA,N/A,701-252-7810,,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","Corn, soybean, oilseed",42386,2,2,Y,Seasonal,40,08:00 AM,03:30 PM,14,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,3,Spiritwood,ND,58481,Y,Individual Employer,Job Service North Dakota,399308,2015-02-25,2015-04-12
H-300-15055-059819,2015-03-11,H-2A,2015-02-24,DETERMINATION ISSUED - CERTIFICATION,2015-04-13,2015-12-18,BLUFF GARDENS,721 WEST LAKE RD,,HABOR SPRINGS,MI,49740,UNITED STATES OF AMERICA,,231-526-5571,,HELP,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and","ASPARAGUS, POTATOES, STRAWBERRIES, RHUBARB, FLOWER",,3,3,Y,Seasonal,40,07:00 AM,03:30 PM,11.56,Hour,,,N,,None,,,N,,N,,,Y,1,Harbor Springs,MI,49740,N,Individual Employer,MI Talent,5634459,2015-02-19,2015-08-15
